,numVoy,mmsi,numObsInVoys,type,ave_len_voy,ave_time_gap,ave_dist_gap,vi_dist_gap,vi_time_gap,numObs,numShips,numVoyages,aveNumVoyages,numVoyages_q25,vi_dist_diff_q75,vi_time_diff_q75,voy_len_q75,time_gap_q75,dist_gap_q75
23,19,18483455048454.0,55169,pole_and_line,7296767.947368421,1376.8245378260983,0.9065504031319017,0.6341586157867977,2513.8457116953764,161299,6,163,NULL,NULL,0.22210639732325027,932.0,1544977.5,1868.612717385452,1.0738801593863063
24,3,18517940995316.0,36058,unknown,51498970.0,1189.2299854507608,1.3314980101277336,1.7817841785025483,4285.034253224241,6811451,120,2125,NULL,NULL,0.4091222045231135,893.0,1589144.0,2599.531300296112,2.021862503131041
25,49,19148042891053.0,20265,unknown,424868.55102040817,870.3347153753873,0.20214763761653162,0.48841241197258584,786.3434880965206,6811451,120,2125,NULL,NULL,0.4091222045231135,893.0,1589144.0,2599.531300296112,2.021862503131041
26,40,19859547683322.0,59701,trawlers,2851467.5,1956.8044070757082,0.634530907196795,0.17951010804112486,1800.2806862640625,4368464,49,2501,NULL,NULL,0.5444712833660966,898.0,946266.0,2538.6162744395833,1.5939254923600168
27,1,20001834541437.0,68645,drifting_longlines,136111612.0,1115.5525150905432,1.8685582706098987,1.2524730744856174,1982.8624788765223,13968275,110,1385,NULL,NULL,0.3490017336979671,452.0,5445760.0,2684.373689727463,1.428384245279476
28,23,21010652444840.0,42500,unknown,6703767.391304348,5513.325151660582,2.340542025348985,1.6930205716740707,3629.1233466698045,6811451,120,2125,NULL,NULL,0.4091222045231135,893.0,1589144.0,2599.531300296112,2.021862503131041
29,2,21232708893780.0,198457,drifting_longlines,77327298.0,6584.846031746032,5.926146527189347,1.2442520052889234,779.2930185684412,13968275,110,1385,NULL,NULL,0.3490017336979671,452.0,5445760.0,2684.373689727463,1.428384245279476
30,1,21625609698694.0,68359,unknown,131809666.0,6663.658730158731,5.376294324304292,1.3063624579040571,1928.225898943796,6811451,120,2125,NULL,NULL,0.4091222045231135,893.0,1589144.0,2599.531300296112,2.021862503131041
31,1,22183621822862.0,137745,unknown,154585848.0,4204.545454545455,0.650976129767987,0.25982335505304394,1122.2691950284586,6811451,120,2125,NULL,NULL,0.4091222045231135,893.0,1589144.0,2599.531300296112,2.021862503131041
32,1,23406746127304.0,17624,drifting_longlines,124890083.0,5378.523076923077,6.428222017265445,4.276050065015481,7086.766328093968,13968275,110,1385,NULL,NULL,0.3490017336979671,452.0,5445760.0,2684.373689727463,1.428384245279476
33,48,23593130178765.0,175569,drifting_longlines,2547956.4166666665,5873.879038532643,1.851958354139627,1.0504722605284285,694.5420719287966,13968275,110,1385,NULL,NULL,0.3490017336979671,452.0,5445760.0,2684.373689727463,1.428384245279476
34,6,23770783250938.0,236837,drifting_longlines,24958973.5,231.95926174733458,0.0934618830863313,0.8644740328224428,632.3236442864321,13968275,110,1385,NULL,NULL,0.3490017336979671,452.0,5445760.0,2684.373689727463,1.428384245279476
35,16,26616040923734.0,26691,purse_seines,3877482.75,815.822249411684,0.12740325368558372,1.510119914835295,2222.2545623579645,1545306,28,360,NULL,NULL,0.5231519142948668,937.0,8352896.5,3209.08,2.5530147838089783
36,105,27932326533321.0,115274,drifting_longlines,1430593.8380952382,2092.1219755958014,55.61662289350051,1.6893500580376581,1235.3885742171874,13968275,110,1385,NULL,NULL,0.3490017336979671,452.0,5445760.0,2684.373689727463,1.428384245279476
37,4,28144259049658.0,11706,fixed_gear,31371130.0,743.0286091549295,0.003656459679509234,0.6422139058329082,10438.146944191061,1559093,36,698,NULL,NULL,0.5044203785446466,949.0,170571.5,5121.719308035714,1.5636171172796722
38,210,28204768563961.0,26417,unknown,535685.8,9255.436971255265,14.435743246765165,1.1361668327762957,3123.987810543548,6811451,120,2125,NULL,NULL,0.4091222045231135,893.0,1589144.0,2599.531300296112,2.021862503131041
39,1,30054937091173.0,33259,fixed_gear,150207775.0,7122.989010989011,4.679696212408945,1.7751280532712115,4516.440405316014,1559093,36,698,NULL,NULL,0.5044203785446466,949.0,170571.5,5121.719308035714,1.5636171172796722
40,2,30373804074051.0,105869,drifting_longlines,76995046.5,15645.98,11.688148377995601,2.0257175784182953,1451.2938594838952,13968275,110,1385,NULL,NULL,0.3490017336979671,452.0,5445760.0,2684.373689727463,1.428384245279476
41,19,30581813007233.0,9844,fixed_gear,3712319.0,16346.190036383283,6.998288827933476,0.7323115667238568,7179.039287531807,1559093,36,698,NULL,NULL,0.5044203785446466,949.0,170571.5,5121.719308035714,1.5636171172796722
42,1,31865679879784.0,577528,drifting_longlines,154653052.0,11264.342105263158,6.818907005880607,0.356225183429296,267.7849728237814,13968275,110,1385,NULL,NULL,0.3490017336979671,452.0,5445760.0,2684.373689727463,1.428384245279476
43,1,32225346417081.0,10522,drifting_longlines,63183654.0,8261.189873417721,5.627464564921945,3.5111150255960464,6005.479897348161,13968275,110,1385,NULL,NULL,0.3490017336979671,452.0,5445760.0,2684.373689727463,1.428384245279476
44,20,33266086194351.0,210611,drifting_longlines,5554856.7,22942.18860262762,2.7161908584687167,221.701625631493,527.2552434413491,13968275,110,1385,NULL,NULL,0.3490017336979671,452.0,5445760.0,2684.373689727463,1.428384245279476
45,1,34911701098431.0,59921,trawlers,140256036.0,188.2888888888889,0.006094703706937258,2.1554231903178493,2340.721562082777,4368464,49,2501,NULL,NULL,0.5444712833660966,898.0,946266.0,2538.6162744395833,1.5939254923600168
46,13,36212632719018.0,102568,purse_seines,11616075.0,2202.222033229074,2.1452811436984596,2.0482591747776286,1448.0194129231922,1545306,28,360,NULL,NULL,0.5231519142948668,937.0,8352896.5,3209.08,2.5530147838089783
47,4,36427802545466.0,290819,drifting_longlines,38662641.25,1132.7697178725784,1.0924293418559425,0.7297608238678768,531.7816660706426,13968275,110,1385,NULL,NULL,0.3490017336979671,452.0,5445760.0,2684.373689727463,1.428384245279476
48,1,37908995999986.0,25075,drifting_longlines,100182541.0,489.02540302882267,1.0123792158962515,2.6199554967799155,3995.475033899657,13968275,110,1385,NULL,NULL,0.3490017336979671,452.0,5445760.0,2684.373689727463,1.428384245279476
49,5,38322969102051.0,170682,purse_seines,24944292.2,1736.019621990281,0.7024844093640406,0.8111455431800128,730.7455661864223,1545306,28,360,NULL,NULL,0.5231519142948668,937.0,8352896.5,3209.08,2.5530147838089783
50,1,38992105566132.0,10302,purse_seines,141048390.0,859.0,8.05908506376854,0.8133239266484659,13692.689059314629,1545306,28,360,NULL,NULL,0.5231519142948668,937.0,8352896.5,3209.08,2.5530147838089783
51,7,39005622580143.0,120327,purse_seines,21778934.42857143,1373.9264283738776,8.173119032206312,2.7744647772934785,1265.5344216395,1545306,28,360,NULL,NULL,0.5231519142948668,937.0,8352896.5,3209.08,2.5530147838089783
52,183,39859406485734.0,105505,trawlers,727910.3770491803,2920.6469388524747,1.1398789521470944,7.514907405306421,1176.6721587219627,4368464,49,2501,NULL,NULL,0.5444712833660966,898.0,946266.0,2538.6162744395833,1.5939254923600168
53,48,40834114543542.0,76402,trawlers,2951132.375,1426.999993480409,1.6875347715385898,0.9294207218104912,1854.1962400408179,4368464,49,2501,NULL,NULL,0.5444712833660966,898.0,946266.0,2538.6162744395833,1.5939254923600168
54,10,40956208776469.0,26440,unknown,9436154.1,1278.553156988406,0.8961469793880965,2.5781162513050044,3502.6329867919644,6811451,120,2125,NULL,NULL,0.4091222045231135,893.0,1589144.0,2599.531300296112,2.021862503131041
55,1,40976637345731.0,149102,drifting_longlines,152549954.0,889.6753246753246,0.9082881538804661,1.5166696890660558,1023.1316624301647,13968275,110,1385,NULL,NULL,0.3490017336979671,452.0,5445760.0,2684.373689727463,1.428384245279476
56,2,41303308141714.0,15718,unknown,75009020.5,1196.6559130763098,0.9304713685774779,3.5574922670644735,9545.561275133621,6811451,120,2125,NULL,NULL,0.4091222045231135,893.0,1589144.0,2599.531300296112,2.021862503131041
57,1,41941786536935.0,16224,drifting_longlines,92265826.0,846.7625,1.15232382217734,4.204961232832225,5687.346729951304,13968275,110,1385,NULL,NULL,0.3490017336979671,452.0,5445760.0,2684.373689727463,1.428384245279476
58,2,42314208291274.0,180016,fixed_gear,66526288.5,1178.027112837866,0.7870294460917416,5.156964435584678,739.248050346605,1559093,36,698,NULL,NULL,0.5044203785446466,949.0,170571.5,5121.719308035714,1.5636171172796722
59,2,43935946737362.0,86464,purse_seines,62150531.5,1474.1090813195242,0.9560826956667863,1.7536151207011095,1437.6380722166964,1545306,28,360,NULL,NULL,0.5231519142948668,937.0,8352896.5,3209.08,2.5530147838089783
60,1,44009123736191.0,29802,purse_seines,119768011.0,818.651376146789,0.9533346526258023,0.8004574180729236,4018.9259085265594,1545306,28,360,NULL,NULL,0.5231519142948668,937.0,8352896.5,3209.08,2.5530147838089783
61,1,44081436890597.0,14904,unknown,98588323.0,825.4030612244898,0.8225211197646906,6.639520769953896,6615.334026706032,6811451,120,2125,NULL,NULL,0.4091222045231135,893.0,1589144.0,2599.531300296112,2.021862503131041
